CustomerID,Name,Address,Occupation,Gender,Age,MaritalStatus,CreditScore,PolicyHistory,CustomerSegment,PreferredCommunication,RiskTolerance,PropertyTypeID,PropertyType,AgeOfProperty,ConstructionMaterial,PropertySize,LocationID,City,Region,Postcode,ClaimID,PolicyID,DateID,ClaimAmount,ClaimType,ResolutionTime,ThresholdID,TotalClaimsThreshold,PropertyTypeThreshold,RegionThreshold
2545,Courtney Huber,"9378 Ball River, Mackborough, IN 68074",Teacher,Other,41,Single,607,8,Family,Email,Low,3,Detach,25,Concrete,Medium,1,Liverpool,Central,85594,2545,953,841,24154.388367006362,Home,13,2545,62,4,100
2546,James Novak,"959 Thompson Underpass Apt. 126, North Destinyside, IA 70698",Lawyer,Female,39,Married,417,1,Individual,Mail,Low,1,Terrace,19,Concrete,Small,10,Glasgow,West,42544,2546,753,93,16333.548708225613,Home,22,2546,82,76,36
2547,Roger Simpson,"469 Kaitlyn Brook, Leeburgh, WY 79642",Engineer,Male,24,Single,643,5,Family,In Person,Medium,3,Terrace,32,Wood,Small,10,Liverpool,West,82673,2547,360,413,39128.68408951672,Health,10,2547,86,59,77
2548,Bryan Day,"6837 Adams Hill Suite 335, Campbellbury, OR 74608",Artist,Female,69,Single,768,6,Family,Email,High,1,Detach,21,Steel,Medium,3,Liverpool,East,21508,2548,492,287,15082.120313022542,Auto,6,2548,48,27,4
2549,Laura Rivera,"6221 Matthews Forges, Alvarezhaven, MN 79845",Teacher,Other,45,Widowed,352,3,High Networth,Telephone,High,4,Detach,30,Wood,Large,4,London,North,35988,2549,148,27,42381.16463365897,Travel,17,2549,29,43,95
2550,Nancy Rogers,"3160 Maria Rest Apt. 768, New Allison, VI 52357",Teacher,Male,57,Single,749,6,Family,In Person,High,4,Terrace,14,Brick,Small,5,Edinburgh,West,39897,2550,954,807,21784.198566765623,Travel,3,2550,62,6,4
2551,Bryan Coleman,"406 Brown Overpass Suite 556, North Kennethtown, WY 54266",Lawyer,Female,60,Married,783,8,Individual,In Person,Low,3,Flat,5,Steel,Large,7,Bradford,South,10599,2551,826,690,1225.4076313089463,Travel,29,2551,52,82,21
2552,Kelly Gay,"30094 Shaffer Springs, East Brent, GA 39870",Doctor,Other,62,Single,307,8,Business,Telephone,Medium,3,Terrace,12,Concrete,Medium,7,London,West,23192,2552,460,1067,27132.44794602143,Travel,12,2552,33,17,5
2553,Dennis Powers,"PSC 8769, Box 0477, APO AP 16160",Engineer,Male,43,Widowed,345,9,High Networth,Mail,Low,3,Detach,31,Concrete,Large,3,Manchester,North,53608,2553,128,92,49638.33708237233,Health,9,2553,65,29,32
2554,Mia Morris,"868 Dominguez Lakes, East Stephanie, WA 14119",Engineer,Other,20,Widowed,697,2,Individual,Mail,High,2,Terrace,35,Concrete,Small,1,Bradford,East,29411,2554,502,1043,19640.908238380565,Auto,12,2554,29,48,41
2555,Heather Moore,"72936 Nelson Track, New Codymouth, AK 80473",Doctor,Female,41,Single,303,7,Family,In Person,Low,2,Single,27,Concrete,Medium,4,Manchester,North,31509,2555,310,944,39883.326475858055,Home,27,2555,84,79,47
2556,Brittney Joyce,"71360 Salazar Inlet, Perezmouth, HI 47438",Teacher,Male,42,Married,603,3,High Networth,Mail,Low,1,Flat,37,Wood,Small,6,Manchester,Central,58345,2556,511,666,14688.679837578271,Health,17,2556,42,51,82
2557,Jamie Larson,"5002 Candace Mill, Lake Caseyborough, FL 60033",Engineer,Female,52,Divorced,665,9,Business,In Person,High,2,Terrace,13,Wood,Large,3,Manchester,East,28745,2557,786,459,39336.33252339095,Life,8,2557,5,79,52
2558,Timothy Wilson,"686 Camacho Walk, North Kyle, PW 73540",Engineer,Female,30,Single,666,10,High Networth,In Person,Medium,3,Single,12,Brick,Large,6,Leeds,North,46266,2558,325,349,5305.469556561537,Auto,14,2558,82,80,97
2559,Suzanne Smith,"39682 Deborah Hollow, Bryanttown, FL 76157",Artist,Other,20,Married,306,10,High Networth,Email,Medium,1,Detach,4,Brick,Medium,10,Liverpool,West,13672,2559,579,248,2521.7409379380856,Auto,21,2559,40,23,56
2560,Julie Pugh,"74173 Joy Ports Suite 413, Tiffanyport, ND 60292",Lawyer,Female,43,Married,767,2,Family,Mail,High,1,Terrace,12,Brick,Small,5,Birmingham,East,55789,2560,796,457,7296.395403192014,Life,23,2560,35,70,30
2561,Christina Saunders MD,"58488 Michael Street Suite 702, North Anthony, TN 27314",Artist,Female,45,Married,726,5,Individual,In Person,Low,1,Detach,33,Brick,Medium,10,Leeds,North,66593,2561,623,1017,6791.756553941733,Life,13,2561,15,39,24
2562,Rose Blevins,"PSC 6757, Box 5969, APO AE 80726",Doctor,Female,48,Widowed,612,7,High Networth,Telephone,Low,1,Terrace,38,Steel,Medium,7,Sheffield,North,69659,2562,562,961,16038.411737058663,Life,2,2562,23,100,70
2563,William Wagner,"142 Joshua Dale, Port Jennifer, NJ 24986",Doctor,Male,67,Married,353,6,High Networth,Telephone,Low,4,Detach,42,Wood,Medium,2,Liverpool,West,66616,2563,245,562,759.5399288550702,Health,14,2563,93,64,53
2564,Kenneth Swanson,"661 Michael Curve Suite 502, Woodardstad, VA 12422",Lawyer,Male,53,Married,683,7,Family,Mail,Medium,4,Single,2,Steel,Small,5,Sheffield,Central,09327,2564,139,1019,16161.457571905928,Home,21,2564,9,36,100
2565,Brian Gutierrez,"66722 Harper Stravenue Suite 451, North Makayla, OK 47943",Doctor,Female,40,Single,762,7,Individual,Telephone,Low,3,Terrace,45,Concrete,Large,7,Edinburgh,South,48606,2565,829,789,42881.08202576771,Health,18,2565,72,16,24
2566,Tracie Torres,"956 Williams Locks, West Ebonyport, IN 57057",Lawyer,Female,37,Divorced,496,2,Business,Mail,Low,2,Flat,8,Brick,Large,1,Sheffield,West,23604,2566,533,833,17611.941563908982,Auto,1,2566,65,51,13
2567,Shelley Wagner,"3412 Caldwell Unions, Tinastad, VI 84296",Engineer,Female,26,Single,357,3,Business,Mail,Low,4,Terrace,30,Brick,Medium,2,Sheffield,North,74295,2567,844,266,39431.81596325371,Life,26,2567,11,90,8
2568,Michelle Allen,"95916 Tiffany Field Apt. 806, Sandybury, DE 43051",Teacher,Male,56,Widowed,384,8,Individual,Email,High,4,Terrace,30,Brick,Small,1,Glasgow,Central,07928,2568,653,360,8959.36258469507,Home,12,2568,76,39,77
2569,Jessica Zuniga,"3124 Christine Streets, Mariaburgh, PW 29155",Artist,Female,26,Divorced,300,5,High Networth,Telephone,Medium,4,Terrace,32,Brick,Small,8,Liverpool,North,83467,2569,656,374,38691.30899416969,Home,26,2569,61,47,27
2570,Ross Woods,"5437 Mckee Unions, West Kevinburgh, PW 35962",Teacher,Other,51,Widowed,453,7,Business,Email,Medium,4,Flat,47,Concrete,Small,7,Manchester,North,69157,2570,113,438,11440.22623831818,Travel,20,2570,45,81,74
2571,Marilyn Chavez,"80029 Ryan Ranch Suite 044, Port Markhaven, VT 60022",Artist,Male,63,Widowed,847,2,Business,In Person,High,4,Single,1,Brick,Small,1,Glasgow,East,13311,2571,546,522,5984.899054250926,Health,8,2571,46,35,33
2572,Brian Young,"8939 Bradley Mill Apt. 915, Lake Nicole, MT 78307",Doctor,Female,23,Divorced,319,7,Family,Email,High,4,Detach,50,Brick,Small,8,Manchester,Central,08590,2572,669,894,17454.00299045122,Travel,13,2572,27,18,53
2573,Olivia Ingram,"12627 Brown Coves, West Jonathan, KS 36424",Teacher,Female,68,Widowed,743,3,Family,Email,Medium,4,Terrace,24,Brick,Large,9,Manchester,West,71839,2573,779,499,35495.45699583137,Home,20,2573,17,9,19
2574,Michael Reyes,"Unit 0533 Box 6128, DPO AP 71045",Teacher,Male,33,Married,416,8,Business,Mail,Medium,3,Flat,46,Concrete,Medium,6,Bradford,Central,13060,2574,115,472,22642.12836494761,Auto,30,2574,36,68,4
2575,Bryan Scott,"0792 Krista Avenue, Port Sonyachester, VA 85531",Engineer,Female,65,Single,559,7,Business,In Person,High,2,Detach,39,Concrete,Medium,7,Sheffield,Central,83073,2575,570,407,5347.742426449366,Health,25,2575,59,56,31
2576,Laurie Miller,"52713 House Creek, Lake Tammy, GA 82409",Doctor,Other,40,Single,442,6,High Networth,Mail,Medium,4,Flat,12,Steel,Large,8,Edinburgh,South,52529,2576,908,490,14797.798451403562,Life,16,2576,44,58,19
2577,Carrie Ibarra,"5180 Courtney Parkways, Port Matthewport, KS 22397",Artist,Other,65,Single,303,7,Individual,In Person,High,4,Single,5,Steel,Large,3,Sheffield,West,46379,2577,561,715,1523.4411471841267,Life,8,2577,91,52,17
2578,Edward Lin,"193 Hutchinson Alley, Timothybury, MN 76466",Artist,Other,38,Widowed,312,8,Individual,Telephone,High,3,Single,13,Concrete,Medium,4,Manchester,East,47373,2578,528,236,42130.84975385202,Home,2,2578,17,42,77
2579,Shannon Flores,"15478 Reed Center, New Christine, AR 14629",Engineer,Female,39,Divorced,464,1,High Networth,Telephone,Low,4,Detach,45,Steel,Medium,4,Sheffield,North,47774,2579,596,1030,34745.1153961662,Home,28,2579,74,8,30
2580,Mrs. April Clark MD,"1260 Cory Mountains Suite 334, Lake Michelleside, IN 73018",Lawyer,Other,70,Widowed,461,9,Business,Telephone,Low,2,Single,5,Steel,Medium,7,Bradford,South,82795,2580,703,582,5008.985612467475,Health,9,2580,82,17,22
2581,Mrs. Kristy Wade MD,"55968 Jason Spurs Suite 325, Lake Hollyton, AL 20874",Artist,Other,30,Married,456,5,Individual,In Person,Low,2,Flat,13,Brick,Medium,3,Bradford,Central,42216,2581,951,198,18171.309935252386,Life,28,2581,39,34,2
2582,Alexis Graham,"PSC 4470, Box 8461, APO AA 52102",Artist,Female,48,Divorced,401,2,Business,Telephone,Low,3,Flat,42,Brick,Medium,10,Liverpool,East,36632,2582,148,104,23361.490278389167,Auto,4,2582,23,43,46
2583,Christina Graves,"68165 Strickland Hills Apt. 131, Vegaberg, FL 53657",Engineer,Male,21,Divorced,677,7,Individual,Email,Low,3,Terrace,31,Concrete,Small,1,Birmingham,South,95395,2583,865,641,48472.15200754842,Life,7,2583,27,71,22
2584,Denise Parks,"3575 Joan Point, Lake Alexander, ID 54611",Lawyer,Male,19,Widowed,462,5,High Networth,In Person,Low,2,Terrace,11,Brick,Large,10,Glasgow,Central,86667,2584,708,255,18976.684912114484,Home,4,2584,73,14,47
2585,Gail Mason,"6108 Frazier Mount, Ashleyfurt, VI 10023",Artist,Male,39,Widowed,328,2,Individual,Telephone,Medium,4,Flat,39,Wood,Small,9,Sheffield,West,62998,2585,937,252,37497.217080558024,Auto,14,2585,15,86,83
2586,Brandon Webb,"13792 Ralph Falls Apt. 740, Smithland, OR 83324",Lawyer,Male,33,Married,774,3,High Networth,In Person,Medium,1,Flat,23,Wood,Small,3,Birmingham,South,68164,2586,115,386,29911.840541983987,Health,24,2586,7,57,49
2587,Kaitlyn Nelson,"85583 Dana Dam, Davidside, GA 28435",Doctor,Female,69,Divorced,662,6,Business,Telephone,Low,1,Terrace,13,Concrete,Medium,3,Glasgow,East,55928,2587,163,935,34394.90432640897,Health,10,2587,56,72,74
2588,Catherine Nguyen,"70671 Jonathan Port Apt. 743, Brittneyhaven, PR 42870",Doctor,Female,62,Single,341,2,Individual,Mail,Medium,3,Flat,6,Wood,Large,8,Sheffield,East,30380,2588,952,1064,13511.938195076913,Travel,23,2588,70,30,81
2589,Dana Morgan,"2122 Rachel Square Suite 060, East Aaron, MT 39860",Artist,Female,50,Single,350,9,Business,Mail,High,3,Terrace,2,Brick,Medium,8,London,South,44095,2589,155,816,6210.044094949716,Health,22,2589,14,41,18
2590,Joshua Tate,"9917 Alvarez Street, Annport, IA 88631",Doctor,Other,45,Widowed,560,4,Business,Telephone,High,3,Detach,4,Brick,Small,5,Manchester,South,71580,2590,349,478,37357.215717920844,Life,6,2590,64,43,36
2591,Jennifer Roberts,"7943 Raymond Plain, New Josephchester, AS 88622",Lawyer,Male,58,Single,670,8,Individual,Telephone,High,2,Detach,7,Steel,Small,9,Bradford,East,57817,2591,371,603,47817.61579746242,Home,2,2591,33,22,93
2592,Jesse Wilson,"3106 Michelle Coves, Tiffanyview, OH 17455",Doctor,Male,38,Widowed,713,10,Business,In Person,Medium,1,Terrace,10,Concrete,Small,4,Manchester,North,56256,2592,482,900,49471.24799891645,Auto,12,2592,83,6,8
2593,Martin Drake,"952 Tanya Ranch Apt. 496, Beasleybury, NH 49039",Artist,Male,37,Divorced,435,6,Individual,In Person,Low,3,Terrace,24,Brick,Medium,2,Birmingham,East,18533,2593,901,1011,7414.531525605664,Health,17,2593,3,40,89
2594,Shawna Esparza,"652 Sandra Trace Suite 168, East Denise, MD 68337",Engineer,Male,21,Married,765,6,Family,Email,Medium,1,Detach,1,Wood,Medium,2,Bradford,North,16805,2594,107,484,44390.59482918396,Home,21,2594,17,99,68
2595,Kimberly Perry,"4737 Hanson Walk Apt. 068, Baileyville, IN 30876",Doctor,Female,53,Widowed,483,9,High Networth,Email,Medium,4,Single,5,Wood,Medium,7,Birmingham,Central,71035,2595,562,164,25054.807319175055,Home,28,2595,84,73,80
2596,Jonathan Mitchell,"1269 Cheryl Park Apt. 687, Alvarezhaven, PW 44525",Doctor,Other,60,Widowed,364,4,Individual,Mail,High,3,Flat,33,Concrete,Medium,8,Liverpool,East,08627,2596,600,348,43575.47339766867,Home,26,2596,76,76,17
2597,Jay Zavala,"02049 Mary Mall Apt. 894, South Reginald, OK 43505",Lawyer,Other,45,Married,401,7,Business,Email,Low,2,Single,27,Steel,Medium,4,Manchester,South,68109,2597,705,332,20526.478569893065,Life,20,2597,72,48,76
2598,Michaela Baldwin,"289 Julia Stravenue Apt. 845, East Daniel, TN 19242",Engineer,Male,33,Widowed,772,10,Individual,Mail,Low,3,Single,15,Wood,Large,6,Birmingham,South,60509,2598,295,48,2292.5385240481583,Home,23,2598,49,16,78
2599,Evan Knight,"3323 Proctor Way Apt. 985, Matthewsfort, OH 48728",Engineer,Female,69,Divorced,796,4,Family,In Person,Low,2,Flat,22,Wood,Small,3,Edinburgh,South,21193,2599,662,451,23330.522047733408,Home,25,2599,41,12,68
2600,Norma Bradley,"551 Bonilla Fall Suite 448, Sandrafurt, TN 04290",Teacher,Other,25,Divorced,314,7,Individual,Telephone,High,2,Flat,36,Concrete,Medium,1,Bradford,West,85476,2600,520,345,17417.826588321223,Travel,8,2600,73,21,42
2601,Kyle Davenport,"985 Smith Unions Suite 904, Lake Margaret, MO 03727",Artist,Male,59,Divorced,414,5,Family,Email,Low,2,Terrace,11,Wood,Small,2,Glasgow,Central,24318,2601,505,572,39518.64395836862,Life,8,2601,76,64,28
2602,Michele Gilbert,"0595 Lynn Track, New Virginiaton, WV 98078",Artist,Female,42,Married,673,10,Business,Email,Medium,4,Detach,15,Wood,Large,8,Glasgow,West,88159,2602,840,604,46460.07836242528,Travel,24,2602,77,29,40
2603,Christopher Gilbert,"28776 Mercedes Prairie Suite 560, Lake Michaelberg, CA 31050",Doctor,Male,36,Divorced,553,2,Individual,Email,Low,4,Single,37,Concrete,Large,7,Bradford,North,02694,2603,675,152,10943.571326247578,Travel,16,2603,18,27,16
2604,Karen Wood,"2210 Miller Squares Suite 774, Contrerasmouth, CT 33670",Artist,Female,64,Married,370,9,High Networth,Telephone,High,4,Detach,3,Concrete,Small,5,Manchester,Central,12480,2604,307,81,11235.58289261073,Auto,13,2604,1,52,51
2605,Daniel Taylor,"80467 Parker Green Suite 602, Silvashire, HI 43195",Engineer,Male,28,Widowed,799,10,High Networth,Mail,High,3,Terrace,46,Brick,Small,4,Liverpool,West,82119,2605,592,979,22367.385943600257,Home,1,2605,14,57,44
2606,Sandra Carroll,"467 Smith Villages Apt. 764, Georgetown, MD 57270",Engineer,Male,53,Divorced,485,9,Family,Email,High,4,Detach,1,Steel,Medium,4,Liverpool,East,80951,2606,674,947,2144.472542540038,Travel,9,2606,41,16,100
2607,Michele Cross,"5248 Hill Shoal, Washingtonborough, AS 94308",Artist,Female,23,Single,374,4,Business,Telephone,Medium,1,Single,25,Wood,Small,6,Edinburgh,Central,34888,2607,169,725,32253.511051050216,Health,3,2607,5,57,89
2608,Rachel Lawrence,"PSC 3042, Box 0926, APO AP 94443",Artist,Other,39,Single,364,9,Individual,Mail,High,3,Single,40,Wood,Medium,4,Liverpool,East,84213,2608,991,541,31995.3177294271,Life,12,2608,61,42,83
2609,Brandon Mullen DVM,"4402 Justin Manors, North James, KS 22073",Engineer,Other,69,Widowed,642,8,Individual,Email,Medium,1,Terrace,5,Brick,Small,7,Birmingham,Central,75275,2609,667,23,21211.003845006195,Life,27,2609,89,72,78
2610,Richard Reeves,"438 Vaughan Trail Apt. 484, Port Jennifer, FL 63581",Artist,Other,66,Married,386,3,Individual,Telephone,Low,2,Detach,41,Concrete,Medium,4,Liverpool,North,94364,2610,702,246,8798.2964704279,Home,26,2610,51,82,28
2611,Krystal Lewis,"54967 Alyssa Station, East Timothy, CO 39711",Teacher,Other,33,Widowed,509,5,Individual,Mail,Medium,3,Flat,31,Steel,Large,5,Manchester,South,73253,2611,281,411,5576.094154550835,Travel,21,2611,9,92,46
2612,Scott Wilson,"USCGC Ramirez, FPO AP 42047",Engineer,Male,31,Widowed,514,9,Individual,Telephone,Low,2,Flat,16,Brick,Small,9,Leeds,North,39291,2612,611,1087,18570.916996433934,Health,20,2612,77,67,75
2613,Shannon Anderson DVM,"2003 Gomez Junction, Hernandezberg, VT 25401",Doctor,Other,41,Widowed,359,2,Individual,Mail,Medium,3,Terrace,9,Steel,Small,7,Sheffield,East,72754,2613,740,958,14462.879226020792,Travel,22,2613,51,44,61
2614,Colin Booth,"7975 Dennis Ridges Apt. 058, Lake Johnside, PW 40978",Artist,Male,42,Single,357,6,Individual,Telephone,Medium,2,Terrace,24,Concrete,Small,10,Manchester,North,88366,2614,768,386,26633.870538029467,Home,1,2614,2,53,41
2615,William Brown,"2794 Fisher Coves, West Jeremy, WV 64855",Engineer,Other,66,Single,595,8,Individual,Telephone,High,4,Single,18,Brick,Large,6,London,North,86446,2615,204,1009,44504.33662940608,Auto,2,2615,83,74,14
2616,David Hurst,"160 Ramirez Extensions, Lake Jessicamouth, UT 68062",Doctor,Male,43,Married,720,4,Individual,Email,Medium,4,Terrace,29,Steel,Small,9,Birmingham,North,40742,2616,370,703,33182.151392766085,Travel,2,2616,35,80,94
2617,Dr. William Schneider,"681 Mahoney River Suite 054, Port Timothymouth, WV 69569",Artist,Male,57,Divorced,583,6,Individual,Email,Medium,2,Single,14,Brick,Medium,8,Bradford,East,71421,2617,655,542,16978.24709528488,Travel,3,2617,59,88,71
2618,David Kelly,"4105 Kelly Viaduct Suite 005, Port Isabella, DE 49233",Artist,Female,31,Widowed,695,4,Family,In Person,Medium,2,Single,36,Concrete,Small,10,Bradford,East,19853,2618,531,205,43512.4570641367,Auto,12,2618,48,57,3
2619,Bonnie Cole,"742 Rosario Circles, Medinachester, VA 84924",Doctor,Male,36,Married,713,7,Family,Mail,High,3,Single,39,Steel,Large,5,Sheffield,West,71907,2619,640,909,34308.97556509421,Travel,23,2619,1,95,57
2620,Kristin Shaffer,"4735 Timothy Roads, Richardbury, PR 66348",Lawyer,Female,32,Single,444,2,High Networth,Mail,Medium,1,Detach,18,Concrete,Small,4,Manchester,Central,57110,2620,314,286,6067.598774281585,Home,11,2620,74,17,65
2621,Patricia Johnson,"81152 Kimberly Junction, Poolestad, AS 98754",Lawyer,Male,66,Divorced,699,7,Family,Email,High,1,Flat,2,Steel,Large,1,Manchester,East,20956,2621,567,210,41273.453549665166,Home,20,2621,41,61,33
2622,James Gonzalez,"44158 Alexander Haven, Elliottfort, SD 50594",Lawyer,Other,20,Married,314,6,High Networth,Mail,Medium,3,Single,17,Concrete,Medium,1,Manchester,East,06965,2622,661,68,4023.905720822936,Auto,21,2622,3,98,9
2623,Nancy Moore MD,"0302 Kevin Shores Apt. 851, Mooreport, MS 11581",Teacher,Male,24,Divorced,538,5,High Networth,Email,Low,2,Single,37,Brick,Large,2,Bradford,Central,34437,2623,889,465,32754.127639524584,Health,24,2623,45,88,94
2624,William Jordan,"29749 Burke Isle Apt. 986, Thompsonmouth, NH 04175",Lawyer,Female,19,Single,577,3,Family,Telephone,Low,2,Single,19,Steel,Medium,5,Birmingham,South,30798,2624,486,427,47193.857261107536,Travel,8,2624,14,23,7
2625,Kristopher Wells,"90198 Craig Mount Suite 587, Eileenhaven, MP 43505",Artist,Other,48,Single,521,8,Business,Email,High,3,Terrace,30,Brick,Medium,7,Manchester,East,28953,2625,198,751,49354.37602375826,Health,21,2625,11,90,11
2626,Thomas Hanson,"5979 Shelby Drive, Elizabethport, NH 34491",Doctor,Other,30,Single,675,6,Business,Telephone,High,1,Flat,3,Brick,Large,6,Leeds,Central,46509,2626,612,230,35862.197166189646,Auto,23,2626,50,71,73
2627,Roy Bowman,"854 Robert Ways Apt. 556, North Barbara, IN 27710",Artist,Female,67,Widowed,706,9,Family,Mail,High,3,Terrace,16,Brick,Medium,2,Glasgow,East,79709,2627,573,200,11092.255868072743,Health,18,2627,60,46,21
2628,Katie Hensley,"6405 Green Islands, North Tamihaven, ID 77171",Artist,Female,66,Widowed,626,3,Individual,Telephone,Medium,2,Single,9,Concrete,Medium,8,Birmingham,South,95951,2628,276,825,12799.54524858512,Life,3,2628,83,58,93
2629,Peter Hamilton,"6322 Murphy Keys, New Leahmouth, IA 74703",Artist,Female,53,Divorced,832,7,High Networth,Mail,Medium,3,Detach,38,Steel,Medium,6,Sheffield,South,82741,2629,128,909,16023.477373039794,Home,25,2629,60,57,85
2630,Brett Zavala,"2477 Hurst Spring, Justinberg, PW 20677",Teacher,Other,18,Married,839,2,High Networth,Mail,High,2,Terrace,17,Wood,Large,6,London,North,09466,2630,364,38,35721.9982616556,Travel,8,2630,98,45,63
2631,James Harris,"9530 Brewer Way, Mitchellborough, GA 52665",Doctor,Other,63,Single,787,6,Business,Email,Medium,2,Detach,25,Concrete,Medium,6,Sheffield,Central,83357,2631,229,379,29037.83095412697,Life,2,2631,3,43,47
2632,Cheryl Ford,"PSC 9116, Box 9188, APO AE 54821",Doctor,Female,45,Widowed,360,2,Business,In Person,High,2,Terrace,22,Concrete,Medium,9,Manchester,Central,74028,2632,445,376,11618.703618875561,Travel,21,2632,33,73,74
2633,Gilbert Decker,"4955 Winters Track, Jamesside, IL 05743",Lawyer,Other,40,Widowed,644,7,Individual,In Person,Low,4,Detach,41,Brick,Large,10,Birmingham,South,78020,2633,138,134,9238.779594575373,Home,8,2633,96,64,32
2634,Stephanie Griffin,"584 Karen River Apt. 144, New Kristaborough, MI 01183",Lawyer,Female,42,Married,609,9,Individual,Email,Medium,1,Detach,49,Concrete,Medium,2,Manchester,West,28448,2634,532,460,12608.724086848662,Travel,21,2634,86,94,90
2635,Nancy Welch,"7445 Nicole Manors, Joneschester, PA 67675",Engineer,Male,56,Single,492,4,High Networth,Email,Medium,2,Detach,25,Concrete,Small,2,Sheffield,North,56795,2635,631,473,21112.471111712868,Home,7,2635,36,62,80
2636,Edward Lee,"31952 Elizabeth River Suite 065, East Christopher, MS 41991",Teacher,Other,44,Widowed,462,5,High Networth,Email,High,4,Flat,21,Steel,Medium,4,Leeds,West,58895,2636,526,98,45310.25837290048,Health,9,2636,61,30,34
2637,Erica Rivera,"67524 Romero Neck, Christopherfurt, IN 36854",Teacher,Other,20,Divorced,779,8,Family,Mail,High,3,Single,24,Wood,Large,8,Edinburgh,North,63781,2637,250,195,40656.16836422775,Health,10,2637,36,98,5
2638,Stephen Zimmerman,"48192 Rodriguez Drive, Jamesborough, SC 82808",Engineer,Female,60,Married,616,5,Business,Mail,Low,2,Single,14,Concrete,Large,10,Manchester,Central,79996,2638,931,679,24123.956763396636,Auto,8,2638,73,51,70
2639,Donald Wright,"Unit 3494 Box 5685, DPO AE 71216",Artist,Female,24,Widowed,548,7,Individual,In Person,Medium,4,Single,10,Steel,Medium,4,Birmingham,North,73359,2639,466,1026,6335.700442446134,Health,2,2639,66,46,6
2640,Matthew Chung,"84156 Cynthia Overpass Apt. 003, Lisaborough, AK 26426",Doctor,Female,22,Widowed,526,3,Individual,Mail,High,2,Detach,20,Brick,Large,3,Glasgow,Central,91948,2640,677,424,24616.523889536187,Life,6,2640,49,71,90
2641,Willie Hardy Jr.,"USNV Mosley, FPO AP 46321",Artist,Male,32,Widowed,844,10,High Networth,Telephone,Medium,3,Terrace,8,Brick,Medium,3,Manchester,Central,92593,2641,355,988,2565.5252090662793,Health,9,2641,66,32,81
2642,Linda Thompson,"274 Nicole Pines, South Josephfort, HI 20372",Engineer,Male,19,Single,780,5,High Networth,In Person,High,2,Detach,6,Brick,Small,7,Manchester,East,32814,2642,560,723,33914.41101497949,Travel,9,2642,70,89,54
2643,Renee Lopez,"Unit 3986 Box 1431, DPO AE 66548",Lawyer,Other,56,Married,329,3,High Networth,Telephone,High,1,Single,32,Concrete,Small,9,Leeds,Central,88685,2643,642,745,44489.77529906517,Auto,21,2643,47,71,59
2644,Chad Liu,"16642 Williams Prairie, Lake Benjamin, AR 18557",Doctor,Female,63,Divorced,784,4,High Networth,Telephone,Medium,1,Flat,20,Wood,Medium,1,London,West,59388,2644,910,703,34957.108511567756,Travel,25,2644,3,93,73
2645,Timothy Smith,"9559 Nunez Avenue Apt. 718, Port Timothyborough, MP 06710",Doctor,Male,57,Married,436,1,High Networth,Email,High,3,Single,25,Steel,Medium,8,Bradford,South,04797,2645,700,994,44987.10884049037,Auto,26,2645,43,1,39
2646,Mr. David Brown DDS,"1228 Strong Lights, East Kimberlychester, NM 38862",Teacher,Other,53,Divorced,728,10,Family,Email,High,2,Terrace,34,Brick,Medium,10,Manchester,East,16836,2646,662,1019,7529.083700558384,Travel,26,2646,64,65,23
2647,Lisa Raymond,"66125 Lee Circles Suite 918, Lake Bonnie, MN 83439",Lawyer,Female,66,Widowed,622,3,Family,Telephone,High,3,Detach,17,Steel,Medium,8,Glasgow,Central,95487,2647,115,930,29194.970520680825,Auto,12,2647,73,99,10
2648,Mariah Schultz,"Unit 2639 Box 8048, DPO AA 05666",Teacher,Female,52,Single,651,2,High Networth,Telephone,High,4,Flat,17,Steel,Large,2,Bradford,East,48669,2648,919,475,37913.807216796864,Travel,1,2648,65,43,78
2649,Connie Callahan,"635 Baird Plaza, East Jennifer, TX 40378",Engineer,Other,35,Married,639,6,Business,Telephone,Medium,4,Terrace,34,Concrete,Small,9,Bradford,North,70227,2649,796,1006,5507.818990020733,Travel,11,2649,91,17,3
2650,Angela Bailey,"02311 Jose Course Suite 088, Adamsville, VT 17161",Teacher,Female,69,Widowed,473,3,Business,Mail,High,4,Flat,11,Brick,Medium,6,Sheffield,Central,19960,2650,967,487,30418.86661155035,Travel,18,2650,43,56,37
2651,Roberto Bailey,"USCGC Byrd, FPO AP 45869",Engineer,Other,22,Single,539,10,Family,In Person,Medium,2,Flat,35,Steel,Small,5,Birmingham,South,32331,2651,843,1062,34174.95669117846,Travel,28,2651,76,15,36
2652,Benjamin Farmer,"07999 Jerry Isle Apt. 483, North Courtneyshire, MA 26964",Doctor,Female,51,Married,645,5,Individual,Email,Medium,4,Detach,45,Wood,Small,9,Edinburgh,East,93807,2652,172,13,18322.69420239758,Life,21,2652,5,71,60
2653,Valerie Smith,"328 Shawna Plaza Apt. 650, New Gabrielfurt, VA 63716",Lawyer,Female,35,Divorced,328,3,Business,Email,Low,3,Detach,26,Brick,Small,6,Manchester,South,59562,2653,529,499,46350.419725758955,Travel,16,2653,12,42,43
2654,Sean Butler,"PSC 3886, Box 8767, APO AA 43303",Engineer,Male,35,Divorced,395,9,High Networth,In Person,Medium,1,Flat,32,Steel,Large,1,Manchester,North,32810,2654,242,700,46123.25721986393,Home,29,2654,19,56,53
